City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
210,georgetown,5.4112,100.3354,25.96,86,20,3.09,MY,1675546544
211,kapaa,22.0752,-159.319,22.18,94,100,5.66,US,1675546562
212,port alfred,-33.5906,26.891,23.43,89,100,0.45,ZA,1675546614
213,butaritari,3.0707,172.7902,27.38,80,56,8.62,KI,1675546609
214,presidencia roque saenz pena,-26.7852,-60.4388,32.48,24,76,4.45,AR,1675546902
215,codrington,-38.2667,141.9667,15.15,78,100,2.61,AU,1675546508
216,birin,26.8865,88.0718,8.16,68,3,1.71,NP,1675546903
217,chokurdakh,70.6333,147.9167,-30.92,97,75,3.61,RU,1675546523
218,aykhal,66.0,111.5,-38.05,100,84,1.04,RU,1675546903
219,puerto colombia,10.9878,-74.9547,28.05,82,4,9.83,CO,1675546904
220,talcahuano,-36.7167,-73.1167,18.82,77,100,4.12,CL,1675546816
221,arifwala,30.294,73.0735,14.06,44,0,2.81,PK,1675546905
222,morden,49.1919,-98.1014,-6.62,79,100,3.09,CA,1675546905
223,shellbrook,53.2168,-106.4011,-6.43,92,100,1.22,CA,1675546906
224,aden,12.7794,45.0367,23.75,75,28,2.98,YE,1675546773
225,grindavik,63.8424,-22.4338,2.97,80,75,6.69,IS,1675546906
226,panjab,34.388,67.0233,-17.07,64,13,1.85,AF,1675546907
227,tura,25.5198,90.2201,13.41,54,0,1.06,IN,1675546612
228,rio grande,-32.035,-52.0986,28.06,67,0,6.93,BR,1675546608
229,kaeo,-35.1,173.7833,20.68,83,97,3.38,NZ,1675546625
230,yangambi,0.8102,24.4336,21.69,51,13,0.97,CD,1675546908
231,flin flon,54.7682,-101.865,-15.09,66,100,2.57,CA,1675546675
232,birao,10.2849,22.7882,22.1,14,52,3.03,CF,1675546909
233,nizwa,22.9333,57.5333,20.33,61,0,1.41,OM,1675546909
234,kavieng,-2.5744,150.7967,27.98,73,97,2.14,PG,1675546909
235,kunyang,27.6658,120.5658,7.81,88,100,1.74,CN,1675546910
236,coquimbo,-29.9533,-71.3436,22.85,64,0,4.63,CL,1675546893
237,durban,-29.8579,31.0292,24.45,88,0,0.89,ZA,1675546911
238,yaan,7.3833,8.5667,30.19,22,99,1.73,NG,1675546666
239,frontignan,43.4485,3.754,13.97,49,0,5.99,FR,1675546911
240,erenhot,43.6475,111.9767,-6.81,38,100,2.42,CN,1675546912
241,havre-saint-pierre,50.2334,-63.5986,-13.0,55,100,10.8,CA,1675546912
242,port moresby,-9.4431,147.1797,24.68,88,40,5.14,PG,1675546913
243,mahebourg,-20.4081,57.7,26.16,89,40,2.06,MU,1675546647
244,ust-shonosha,61.1531,41.343,-9.84,97,100,1.76,RU,1675546913
245,barrow,71.2906,-156.7887,-30.99,76,20,3.6,US,1675546464
246,kortkeros,61.8106,51.5806,-9.0,100,100,0.61,RU,1675546914
247,pacific grove,36.6177,-121.9166,16.06,84,75,10.28,US,1675546914
248,fare,-16.7,-151.0167,27.33,73,18,7.68,PF,1675546618
249,kamnik,46.2259,14.6121,-1.06,74,40,1.03,SI,1675546916
250,sinnamary,5.3833,-52.95,24.91,88,100,7.35,GF,1675546916
251,goderich,43.7501,-81.7165,-2.83,68,85,8.23,CA,1675546917
252,bereda,43.2686,-7.5406,5.64,100,55,2.73,ES,1675546917
253,mizdah,31.4451,12.9801,8.56,64,20,2.05,LY,1675546917
254,xinyu,27.8043,114.9334,7.33,94,97,1.09,CN,1675546918
255,bayan,46.0833,127.4,-17.37,98,100,1.12,CN,1675546919
256,bubaque,11.2833,-15.8333,25.03,66,8,6.51,GW,1675546919
257,jacareacanga,-6.2222,-57.7528,24.78,93,87,1.11,BR,1675546776
258,palu,-0.8917,119.8707,23.4,93,97,0.96,ID,1675546920
259,carnarvon,-24.8667,113.6333,25.62,71,1,2.06,AU,1675546610
260,mayo,38.8876,-76.5119,0.19,48,0,4.63,US,1675546920
261,meulaboh,4.1363,96.1285,23.86,88,98,1.65,ID,1675546714
262,port lincoln,-34.7333,135.8667,17.37,70,58,2.12,AU,1675546568
263,ayan,56.45,138.1667,-23.04,88,87,2.34,RU,1675546921
264,ribeira grande,38.5167,-28.7,17.1,94,20,4.92,PT,1675546342
265,narsaq,60.9167,-46.05,-2.88,87,100,6.06,GL,1675546653
266,klaksvik,62.2266,-6.589,3.51,73,43,15.06,FO,1675546926
267,yarmouth,41.7057,-70.2286,-8.91,39,20,5.81,US,1675546927
268,baracoa,20.3467,-74.4958,25.18,75,11,3.01,CU,1675546929
269,barranquilla,10.9639,-74.7964,27.88,65,0,7.72,CO,1675546932
270,apache junction,33.4151,-111.5496,24.06,21,0,1.34,US,1675546938
271,beyneu,45.3167,55.2,0.37,97,100,4.11,KZ,1675546673
272,miri,4.4148,114.0089,24.08,94,40,0.0,MY,1675546942
273,christchurch,-43.5333,172.6333,28.86,51,98,8.75,NZ,1675546945
274,baft,29.234,56.6057,2.76,83,3,1.76,IR,1675546947
275,rawson,-43.3002,-65.1023,32.44,22,11,11.13,AR,1675546898
276,llanelli,51.682,-4.1619,9.93,94,75,4.63,GB,1675546954
277,ilovlya,49.3033,43.9796,-3.35,96,100,3.13,RU,1675546955
278,port maria,18.3685,-76.8895,27.98,81,29,3.87,JM,1675546955
279,urucara,-2.5364,-57.76,25.04,93,100,0.21,BR,1675546546
280,shasta lake,40.6804,-122.3708,11.4,92,100,0.84,US,1675546956
281,pitimbu,-7.4706,-34.8086,28.33,78,19,4.63,BR,1675546956
282,hambantota,6.1241,81.1185,24.19,100,40,2.06,LK,1675546957
283,howard springs,-12.497,131.047,24.95,91,100,1.45,AU,1675546957
284,atambua,-9.1061,124.8925,22.57,91,100,0.61,ID,1675546958
285,malanje,-9.5402,16.341,17.55,96,100,0.79,AO,1675546958
286,quatre cocos,-20.2078,57.7625,26.06,85,71,4.05,MU,1675546959
287,melfi,40.9965,15.6514,4.31,60,97,7.01,IT,1675546959
288,hendaye,43.3717,-1.7738,8.97,76,100,1.03,FR,1675546960
289,masuguru,-11.3667,38.4167,21.93,95,62,1.18,TZ,1675546960
290,hokitika,-42.7167,170.9667,18.69,92,100,8.13,NZ,1675546874
291,griffith,41.5284,-87.4237,6.84,59,0,8.23,US,1675546961
292,krapkowice,50.4752,17.9654,-1.95,84,99,5.1,PL,1675546961
293,morondava,-20.2833,44.2833,25.93,83,2,1.91,MG,1675546962
294,severo-yeniseyskiy,60.3725,93.0408,-12.85,97,100,1.58,RU,1675546801
295,luderitz,-26.6481,15.1594,17.62,85,27,6.76,NA,1675546962
296,teya,60.3778,92.6267,-11.28,97,100,1.46,RU,1675546673
297,stanceni,46.9833,25.2333,-8.15,86,100,3.43,RO,1675546963
298,yuci,37.6803,112.7319,-9.14,53,0,2.0,CN,1675546964
299,semey,50.4111,80.2275,-11.31,97,97,2.19,KZ,1675546964
300,aklavik,68.2191,-135.0107,-36.0,68,20,1.03,CA,1675546726
301,santa maria,-29.6842,-53.8069,27.61,44,20,2.57,BR,1675546965
302,victor harbor,-35.5667,138.6167,14.82,66,44,0.56,AU,1675546965
303,necochea,-38.5473,-58.7368,20.25,53,0,5.22,AR,1675546695
304,orlik,52.5178,99.825,-22.67,98,95,1.12,RU,1675546966
305,vung tau,10.346,107.0843,24.95,78,63,9.33,VN,1675546967
306,high level,58.5169,-117.136,-13.94,100,100,0.0,CA,1675546967
307,isangel,-19.55,169.2667,29.06,89,75,1.54,VU,1675546967
308,marzuq,14.4,46.4667,17.52,67,38,1.03,YE,1675546968
309,talnakh,69.4865,88.3972,-10.44,95,100,3.05,RU,1675546678
310,banda aceh,5.5577,95.3222,24.79,86,88,2.55,ID,1675546665
311,severo-kurilsk,50.6789,156.125,-3.09,73,100,2.71,RU,1675546596
312,methoni,36.8197,21.7049,8.45,60,10,14.29,GR,1675546969
313,zyryanka,65.75,150.85,-27.38,98,100,3.21,RU,1675546970
314,coffs harbour,-30.3,153.1333,21.98,78,2,2.06,AU,1675546970
315,kenora,49.8167,-94.4337,-13.46,78,100,1.03,CA,1675546971
316,alice springs,-23.7,133.8833,11.75,87,2,2.06,AU,1675546971
317,bahia de caraquez,-0.6,-80.4167,28.1,87,98,2.69,EC,1675546972
318,sterling,39.0062,-77.4286,0.57,33,40,5.14,US,1675546956
319,batouri,4.4333,14.3667,24.58,25,9,0.78,CM,1675546972
320,vostok,46.4856,135.8833,-19.99,98,100,2.02,RU,1675546701
321,vao,-22.6667,167.4833,26.32,87,90,8.85,NC,1675546973
322,nanakuli,21.3906,-158.1547,23.03,80,100,3.6,US,1675546973
323,san lorenzo,-25.3333,-57.5333,31.52,38,20,3.6,PY,1675546974
324,zimmi,7.3153,-11.3061,24.24,91,34,1.38,SL,1675546975
325,nikolskoye,59.7035,30.7861,-3.06,93,99,3.11,RU,1675546481
326,itanagar,27.1,93.6167,13.88,50,1,1.74,IN,1675546975
327,pochutla,15.7432,-96.4661,31.9,44,2,3.41,MX,1675546976
328,shache,38.4167,77.2406,-4.93,84,76,2.24,CN,1675546796
329,jutai,-5.1833,-68.9,26.71,78,96,0.61,BR,1675546976
330,nantucket,41.2835,-70.0995,-8.92,38,0,5.66,US,1675546835
331,kavaratti,10.5669,72.642,27.28,67,63,2.08,IN,1675546872
332,kirakira,-10.4544,161.9205,28.84,77,54,2.09,SB,1675546977
333,oussouye,12.485,-16.5469,25.1,47,37,4.0,SN,1675546978
334,antigua ocotepeque,14.4,-89.2,27.27,50,20,6.17,HN,1675546978
335,port macquarie,-31.4333,152.9167,22.16,62,0,1.03,AU,1675546975
336,mnogovershinnyy,53.9353,139.9242,-27.99,93,72,1.57,RU,1675546979
337,half moon bay,37.4636,-122.4286,16.14,93,75,8.75,US,1675546980
338,voh,-20.9667,164.7,30.08,70,18,2.09,NC,1675546980
339,marshall,34.3834,-86.3333,12.84,43,0,2.06,US,1675546748
340,berlevag,70.8578,29.0864,-2.0,86,100,1.54,NO,1675546981
341,leningradskiy,69.3833,178.4167,-32.4,99,100,2.05,RU,1675546611
342,quelimane,-17.8786,36.8883,25.97,94,20,1.03,MZ,1675546982
343,kyaikto,17.3,97.0167,22.83,72,24,1.33,MM,1675546983
344,gazalkent,41.5581,69.7708,3.06,85,100,1.13,UZ,1675546984
345,erdenet,49.0333,104.0833,-20.47,89,56,1.23,MN,1675546985
346,ucluelet,48.9329,-125.5528,9.17,94,100,1.79,CA,1675546734
347,tokur,53.1333,132.9,-25.5,99,100,0.9,RU,1675546988
348,cam ranh,11.9214,109.1591,23.98,78,20,2.57,VN,1675546990
349,ronne,55.1009,14.7066,-4.05,86,6,1.54,DK,1675546992
350,kuryk,43.2,51.65,0.33,78,60,2.67,KZ,1675546993
351,hindoria,23.9,79.5667,14.7,30,1,1.03,IN,1675546996
352,santiago de cao,-7.9589,-79.2392,24.07,78,40,4.12,PE,1675547001
353,college,64.8569,-147.8028,-11.03,76,75,1.54,US,1675546607
354,kalmunai,7.4167,81.8167,24.24,89,95,3.53,LK,1675547004
355,sabla,12.7525,4.7077,26.25,13,50,4.17,NG,1675547006
356,macusani,-14.0833,-70.4333,4.73,88,96,3.9,PE,1675547009
357,medicine hat,50.0501,-110.6683,7.24,53,75,7.2,CA,1675546861
358,bad aussee,47.61,13.7824,-1.93,98,100,1.95,AT,1675547012
359,sur,22.5667,59.5289,21.13,67,1,1.96,OM,1675547013
360,bonfim,3.0833,-59.95,29.17,57,100,2.15,BR,1675547014
361,balikpapan,-1.2675,116.8289,25.55,89,20,2.57,ID,1675546724
362,verkh-usugli,52.7,115.1667,-26.69,97,6,1.35,RU,1675547014
363,auki,-8.7676,160.7034,27.54,84,100,2.64,SB,1675547015
364,elat,29.5581,34.9482,13.91,44,0,0.0,IL,1675547016
365,nara,34.6851,135.8049,4.16,43,5,1.69,JP,1675546808
366,tiksi,71.6872,128.8694,-27.72,100,100,1.65,RU,1675547016
367,vallenar,-28.5708,-70.7581,27.54,42,15,4.75,CL,1675547017
368,ilulissat,69.2167,-51.1,-17.99,65,75,2.06,GL,1675547017
369,lorengau,-2.0226,147.2712,28.25,71,100,2.33,PG,1675546654
370,simao,22.7886,100.9748,11.16,96,22,0.68,CN,1675547018
371,churapcha,62.0025,132.4325,-35.17,100,100,0.24,RU,1675547018
372,balabac,7.9868,117.0645,26.29,81,42,6.12,PH,1675547019
373,mariental,-24.6333,17.9667,29.87,34,93,4.17,NA,1675547019
374,nelson bay,-32.7167,152.15,22.78,57,0,3.58,AU,1675547020
375,axim,4.8699,-2.2405,26.02,87,100,2.19,GH,1675547021
376,ojinaga,29.5667,-104.4167,21.43,34,0,0.0,MX,1675547021
377,rock sound,24.9,-76.2,23.65,76,19,10.31,BS,1675546751
378,bambous virieux,-20.3428,57.7575,26.14,89,40,2.06,MU,1675546677
379,yavatmal,20.4,78.1333,17.99,20,0,1.64,IN,1675547022
380,vidalia,32.2177,-82.4135,13.97,35,0,2.57,US,1675547023
381,corinth,37.9407,22.9573,9.38,85,91,2.71,GR,1675546222
382,itaituba,-4.2761,-55.9836,28.09,83,20,1.54,BR,1675547023
383,novobelokatay,55.7062,58.9549,-18.62,99,69,1.2,RU,1675547024
384,katherine,-14.4667,132.2667,23.18,94,37,0.0,AU,1675547024
385,karratha,-20.7377,116.8463,31.11,47,61,2.67,AU,1675547025
386,destin,30.3935,-86.4958,18.36,46,0,3.6,US,1675546915
387,zhigansk,66.7697,123.3711,-41.79,96,47,5.02,RU,1675546958
388,fort nelson,58.8053,-122.7002,-13.92,71,75,0.89,CA,1675546675
389,christiana,-27.914,25.1611,22.36,39,18,3.18,ZA,1675547026
390,mogadishu,2.0371,45.3438,24.65,74,45,10.12,SO,1675547026
391,san luis,-33.295,-66.3356,28.93,20,0,5.23,AR,1675547027
392,westport,41.1415,-73.3579,-5.57,32,0,2.57,US,1675547027
393,otukpo,7.1913,8.1329,28.87,29,96,1.88,NG,1675547028
394,nemuro,43.3236,145.575,-5.85,74,35,3.74,JP,1675547028
395,lagoa,39.05,-27.9833,15.07,88,3,8.31,PT,1675547029
396,sechura,-5.5569,-80.8222,27.15,58,69,7.6,PE,1675546988
397,garowe,8.4054,48.4845,18.67,71,69,5.71,SO,1675547030
398,brainerd,46.358,-94.2008,-2.86,63,0,1.54,US,1675547030
399,zongozotla,19.9833,-97.7333,17.33,59,8,2.8,MX,1675547031
400,lasa,46.6166,10.7002,2.49,80,36,4.04,IT,1675547031
401,general roca,-39.0333,-67.5833,38.68,13,1,6.49,AR,1675547032
402,maldonado,-34.6667,-54.9167,19.66,90,77,7.73,UY,1675547032
403,dongkan,33.9997,119.8308,0.02,77,65,2.75,CN,1675547033
404,emiliano zapata,18.8333,-99.1833,27.34,24,75,0.0,MX,1675546858
405,warmbad,-28.45,18.7333,24.02,34,8,4.83,NA,1675546728
406,mehamn,71.0357,27.8492,-2.03,86,77,2.06,NO,1675546737
407,aleksandrov gay,50.147,48.5704,-5.94,95,100,2.37,RU,1675547034
408,yar-sale,66.8333,70.8333,-12.1,97,99,2.52,RU,1675546722
409,salinopolis,-0.6136,-47.3561,25.71,87,98,5.44,BR,1675546826
410,ailigandi,9.2333,-78.0167,25.88,82,22,6.5,PA,1675547035
411,kruisfontein,-34.0033,24.7314,21.45,65,80,1.77,ZA,1675547036
412,svetlyy,54.675,20.1347,-1.69,77,66,3.75,RU,1675547036
413,boa vista,2.8197,-60.6733,29.99,58,40,2.57,BR,1675547037
414,batemans bay,-35.7167,150.1833,17.28,52,0,0.32,AU,1675546671
415,carutapera,-1.195,-46.02,24.78,93,100,3.67,BR,1675547038
416,maliq,40.7058,20.6997,-1.77,71,92,3.58,AL,1675547038
417,jieshi,22.8134,115.8257,16.18,86,100,5.23,CN,1675547039
418,lubango,-14.9172,13.4925,16.42,81,100,1.1,AO,1675546618
419,kidal,18.4411,1.4078,21.45,10,97,5.28,ML,1675547039
420,uray,60.1247,64.7758,-18.29,99,98,1.7,RU,1675547040
421,hope,33.6671,-93.5916,15.04,59,100,3.1,US,1675547040
422,ilhabela,-23.7781,-45.3581,26.63,82,88,2.36,BR,1675546746
423,saint anthony,45.0205,-93.218,-1.25,65,20,4.12,US,1675547042
424,terra santa,-2.1042,-56.4869,26.13,82,93,0.78,BR,1675547043
425,celestun,20.8667,-90.4,24.52,72,30,8.48,MX,1675547046
426,barra do garcas,-15.89,-52.2567,25.32,83,75,0.0,BR,1675547047
427,agirish,61.9247,63.0231,-12.98,95,100,1.33,RU,1675546904
